Location,lat,lng,Original_Location
"SoHo, New York, NY, USA",40.723301,-74.0029883,SOHO & THE BARBICAN
"Fort Lauderdale, FL, USA",26.1224386,-80.1373174,FORT LAUDERDALE FLORIDA
"Sepang, Selangor, Malaysia",2.691369,101.7505271,"SEPANG, SELANGOR"
"Chouteau, OK 74337, USA",36.2417603,-95.3338618,SAW
United Kingdom,55.378051,-3.435973,UNITED KINGDOM
"113 S 8th St, Independence, KS 67301, USA",37.2226742,-95.7083447,LAW
"Parker, CO, USA",39.5186002,-104.7613633,"PARKER, CO"
"Nottingham, UK",52.9547832,-1.1581086,"NOTTINGHAM, ENGLAND, UK"
Philippines,12.879721,121.774017,REPUBLIC OF THE PHILIPPINES
"25 Danbury St, Islington, London N1 8LE, UK",51.5338444,-0.099706,ESSEX/LONDON
"West Yorkshire, UK",53.8108176,-1.76261,WEST YORKSHIRE. ENGLAND.
"Ho Chi Minh City, Vietnam",10.8230989,106.6296638,"H<U+1ED2> CH� MINH, VI<U+1EC6>T NAM"
"Bangkok, Thailand",13.7563309,100.5017651,"BKK,THAILAND"
"West Hollywood, CA, USA",34.0900091,-118.3617443,"WEST HOLLYWOOD, CA"
Philippines,12.879721,121.774017,REPUBLIC OF THE PHILIPPINES
"Little Rock, AR, USA",34.7464809,-92.2895948,"LITTLE ROCK, AR"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Buenos Aires, Argentina",-34.6036844,-58.3815591,"BUENOS AIRES, ARGENTINA"
"London, UK",51.5073509,-0.1277583,LONDON
"Southfield, 171 Victoria Rd, Southern suburb, Cape Town, 7780, South Africa",-34.031285,18.481635,LONDON // CAPE TOWN
"Raleigh, NC, USA",35.7795897,-78.6381787,"RALEIGH, NC"
"Louisiana, USA",30.9842977,-91.9623327,LOUISIANA
"Exeter, UK",50.718412,-3.533899,"EXETER, ENGLAND"
"Melbourne VIC, Australia",-37.8136276,144.9630576,"MELBOURNE, AUSTRALIA"
"Swindon, UK",51.5557739,-1.7797176,"SWINDON, ENGLAND"
"Bangkok, Thailand",13.7563309,100.5017651,"BANGKOK, THAILAND"
United Kingdom,55.378051,-3.435973,UK
"Newcastle upon Tyne, UK",54.978252,-1.61778,NEWCASTLE
Malaysia,4.210484,101.975766,MALAYSIA
"York, UK",53.9599651,-1.0872979,"YORK, ENGLAND"
"Liverpool, UK",53.4083714,-2.9915726,LIVERPOOL
"Saratoga Springs, NY, USA",43.0831301,-73.7845651,"SARATOGA SPRINGS, NY"
"Liverpool, UK",53.4083714,-2.9915726,"LIVERPOOL, ENGLAND"
"Cork, Ireland",51.8968917,-8.4863157,"CORK, IRELAND"
"Tokyo, Japan",35.6894875,139.6917064,"MELBOURNE, BANGKOK, TOKYO"
"16/395 Nepean Hwy, Frankston VIC 3199, Australia",-38.1391541,145.1235303,"BUNURONG LAND, VICTORIA"
"5842 W North Ave, Chicago, IL 60639, USA",41.909611,-87.771964,PLANET EARTH
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
United States,37.09024,-95.712891,UNITED STATES
"London Borough of Barnet, UK",51.6251502,-0.152936,BARNET
"Scotland, UK",56.4906712,-4.2026458,"SCOTLAND, UNITED KINGDOM"
"Liverpool, UK",53.4083714,-2.9915726,"LIVERPOOL, UK"
"South Yorkshire, UK",53.4696968,-1.3259683,SOUTH YORKSHIRE
"9/2 Moo 7, Tambon Wat Chan, Amphoe Mueang Phitsanulok, Phitsanulok, 65000, 65000, Thailand",16.811299,100.229671,"AMPHOE MUEANG PHITSANULOK, PHI"
"Manchester, UK",53.4807593,-2.2426305,MANCHESTER
"St Helens, Saint Helens, UK",53.456307,-2.737095,"ST HELENS , MERSEYSIDE"
"9555 Wedgewood Dr, Woodbury, MN 55125, USA",44.8976369,-92.9125753,PRESTWICK
"London, UK",51.5073509,-0.1277583,LONDON
"West Midlands, UK",52.4750743,-1.829833,WEST MIDLANDS
"Liverpool, UK",53.4083714,-2.9915726,"LIVERPOOL, ENGLAND"
"Leeds, UK",53.8007554,-1.5490774,"LEEDS, ENGLAND"
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Leicester, UK",52.6368778,-1.1397592,LEICESTER
"Tampa, FL, USA",27.950575,-82.4571776,"TAMPA, FL"
United Kingdom,55.378051,-3.435973,UNITED KINGDOM
"London, UK",51.5073509,-0.1277583,LONDON
"10 E 5th Ave, Hutchinson, KS 67501, USA",38.0588,-97.9309,PER ASPERA AD ASTRA.
"Tulsa, OK 74106, USA",36.2067586,-95.986942,WORLD
"Ontario, Canada",51.253775,-85.323214,"ONTARIO, CANADA"
Yemen,15.552727,48.516388,YEMEN
"Portsmouth, UK",50.8197675,-1.0879769,"PORTSMOUTH, UK"
"Newton Abbot TQ12 4TY, UK",50.5273022,-3.5956893,SOUTH DEVON
Ghana,7.946527,-1.023194,GHANA
"Anglesey, United Kingdom",53.265325,-4.4291403,YNYS M�N #CYMRU WALES UK
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"England, UK",52.3555177,-1.1743197,ENGLAND
United Kingdom,55.378051,-3.435973,UK
"London, UK",51.5073509,-0.1277583,LONDON
"Essex, UK",51.7343313,0.4690888,"ESSEX, UK"
"Aberdeen, UK",57.149717,-2.094278,ABERDEEN
"Scotland, UK",56.4906712,-4.2026458,SCOTLAND
"Dublin, Ireland",53.3498053,-6.2603097,DUBLIN
"Tokyo - 23 wards, Tokyo, Japan",35.689506,139.691701,<U+90FD><U+5185><U+306E><U+3069><U+3053><U+304B>
"Leicester, UK",52.6368778,-1.1397592,"LEICESTER,EAST MIDLANDS"
"London, UK",51.5073509,-0.1277583,LONDON
"Glasgow, UK",55.864237,-4.251806,"GLASGOW, SCOTLAND"
"Newcastle upon Tyne, UK",54.978252,-1.61778,NEWCASTLE
"Prestatyn, UK",53.336512,-3.407613,PRESTATYN
"Royal Western India Turf Club, Mahalakshmi, Mumbai, Maharashtra, India",18.9833873,72.8205292,ROYAL WESTERN INDIAN TURF CLUB
"London, UK",51.5073509,-0.1277583,"LONDON, ENGLAND"
"Edinburgh, UK",55.953252,-3.188267,EDINBURGH
